Entry Name	Total #Tryptic Peptides	# Detectable Tryptic Peptides	Detectable(%)	mean gravy	mean m/z
P00363	16	10	62.5	897.551238265664	0.0405257416731874
P00393	20	13	65	765.80373344617	-0.0592532950687583
P00550	12	4	33.3333333333333	1177.52460059524	0.896773504273504
P00561	20	14	70	715.767834958333	0.292941667250878
P00803	21	7	33.3333333333333	928.013767916666	0.242673469387755
P00804	9	7	77.7777777777778	1105.98927185185	0.813958365164247
P00811	18	12	66.6666666666667	919.028075	-0.173015052874967
P02918	23	14	60.8695652173913	740.923202892157	0.163526790669648
P02925	21	12	57.1428571428571	811.196731333333	0.244366148827536
P02930	18	11	61.1111111111111	828.19088	-0.585725781395638
P02931	18	9	50	954.507396666667	-0.173151250982133
P03961	11	5	45.4545454545455	1100.91444930556	0.0242410729367251
P04825	23	13	56.5217391304348	789.906196342592	-0.329348030137504
P04968	19	13	68.4210526315789	759.85632254902	0.232426570828862
P04983	28	14	50	703.838525888889	0.075418051836119
P05458	20	11	55	835.583292111111	-0.150757414995383
P06136	25	10	40	828.675871805556	-0.464547739297739
P06149	24	11	45.8333333333333	799.788247777778	-0.0859297565179919
P06282	20	15	75	770.291382561403	-0.200961329030447
P06611	18	8	44.4444444444444	838.361177416667	-0.195715262066365
P06616	24	10	41.6666666666667	775.185423697917	0.0734370199116329
P06709	19	10	52.6315789473684	914.012339242424	0.160401394901395
P07000	24	14	58.3333333333333	709.094487261905	-0.0242929234630916
P07001	21	11	52.3809523809524	773.433810909091	0.0708811080546723
P07003	15	10	66.6666666666667	939.361778973684	0.067204365079365
P07014	23	16	69.5652173913043	676.969565964912	-0.336788452560511
P07109	26	10	38.4615384615385	803.211322388889	-0.0428499417249417
P07650	17	13	76.4705882352941	780.228763645833	0.20115748602101
P07654	15	9	60	801.170483703704	0.687967372134039
P07821	23	12	52.1739130434783	742.571804875	0.0506993994567524
P07822	14	9	64.2857142857143	1086.79722102564	0.143385962822065
P08200	26	13	50	682.779146764706	-0.257306895383819
P08331	23	12	52.1739130434783	824.845450238095	0.0136077008207763
P08395	27	12	44.4444444444444	807.595982333333	0.117429075554076
P08400	20	12	60	745.347426041667	-0.221552754147231
P08401	19	10	52.6315789473684	900.348606559524	0.176491441066254
P08506	19	12	63.1578947368421	797.623893020833	0.0674033578077696
P08839	21	11	52.3809523809524	865.74160125	-0.0444087652159752
P09152	30	9	30	746.808333461538	-0.870696593854489
P09391	16	9	56.25	839.705325358975	0.128208168642951
P09394	27	11	40.7407407407407	703.9475625	-0.46277915173609
P09546	21	10	47.6190476190476	642.814667435897	-0.0805887445887446
P09549	21	9	42.8571428571429	814.481800416667	-0.200941639507283
P0A6A0	30	11	36.6666666666667	674.029354047619	0.226511619693438
P0A6H8	23	9	39.1304347826087	982.926718888889	0.37494477987899
P0A6J1	17	9	52.9411764705882	780.097975977778	-0.0168553443553444
P0A6J3	14	6	42.8571428571429	766.306226111111	0.209604349139233
P0A6J5	22	12	54.5454545454545	793.801529	-0.516303158982662
P0A6Q6	14	7	50	839.081126916667	0.206983082706767
P0A6X3	7	5	71.4285714285714	894.41841834127	-0.054775176514307
P0A6Y8	20	12	60	873.597889583333	-0.151672054797055
P0A6Z3	26	12	46.1538461538462	721.534054460784	-0.401236618319952
P0A734	8	6	75	683.87555	0.260208333333333
P0A756	15	9	60	858.212919960784	-0.168681630642415
P0A759	22	12	54.5454545454545	853.716188518519	-0.200103045647163
P0A766	9	6	66.6666666666667	859.385599166667	1.12758838383838
P0A7B1	29	15	51.7241379310345	683.323743627451	-0.279303612566771
P0A7B3	16	9	56.25	930.039905059524	0.100434275238197
P0A7E1	20	15	75	684.415339166667	-0.220741242329952
P0A7E5	19	12	63.1578947368421	832.655798039216	0.13484570802005
P0A7J0	16	11	68.75	771.900432604167	-0.010977707288449
P0A855	19	7	36.8421052631579	799.4618115	-0.0755246842326675
P0A879	22	13	59.0909090909091	791.194347107843	-0.306562001347069
P0A8R7	17	7	41.1764705882353	770.430442	-0.824161537084469
P0A8U0	10	7	70	882.938786527778	-0.246814058956916
P0A8X2	18	11	61.1111111111111	754.636562888889	-0.367658179932651
P0A8Z3	14	7	50	804.62396037037	-0.17741284250601
P0A901	21	12	57.1428571428571	618.352910416667	-0.0993202861952862
P0A908	18	10	55.5555555555556	992.216828717948	-0.329806528742289
P0A912	16	8	50	794.002372954545	-0.36946158008658
P0A917	13	7	53.8461538461538	824.572258809524	-0.624854156574911
P0A921	18	13	72.2222222222222	842.8122665625	-0.351526156875665
P0A924	21	12	57.1428571428571	911.005147916667	0.315821262071262
P0A935	23	7	30.4347826086957	1023.715335	-0.36864659060105
P0A937	7	4	57.1428571428571	1184.888354	0.00944700460829495
P0A940	24	14	58.3333333333333	694.683862604167	-0.0337711809665592
P0A9J4	13	9	69.2307692307692	852.977806813726	-0.139662962119102
P0A9K7	25	14	56	712.285015350877	-0.269923989409284
P0A9M5	14	6	42.8571428571429	685.862443833333	0.000610722610722601
P0A9P0	24	9	37.5	869.273035625	0.275014252269154
P0A9P4	22	12	54.5454545454545	823.422215989583	-0.207589751047669
P0A9Q9	14	8	57.1428571428571	1035.439548	0.0719628527082612
P0A9R7	21	10	47.6190476190476	751.417766875	-0.0690750377073907
P0A9S7	21	14	66.6666666666667	727.153766710526	-0.116548316296216
P0A9U1	16	11	68.75	942.000788645833	0.143755222421666
P0A9U3	19	12	63.1578947368421	869.390081203704	-0.27763630742855
P0A9V1	20	12	60	770.554413263158	-0.0282793040293041
P0A9W3	21	12	57.1428571428571	745.686366031746	-0.323227358189626
P0A9X1	20	14	70	695.255839275	-0.00606467037802735
P0A9X4	19	12	63.1578947368421	634.219204444444	-0.0442740130240131
P0AA53	24	11	45.8333333333333	850.509350555556	0.252145828028181
P0AA73	14	6	42.8571428571429	1263.54193305556	1.12973336385836
P0AA84	26	9	34.6153846153846	849.639671515152	-0.317178123600537
P0AA91	17	10	58.8235294117647	864.241045833333	-0.0723531533825652
P0AA93	18	9	50	1063.71321121212	1.08751971412366
P0AA95	10	5	50	735.654945	-0.271766233766234
P0AAB4	27	10	37.037037037037	738.6296275	-0.158565039180768
P0AAB6	19	10	52.6315789473684	934.462579222222	0.224731354235144
P0AAC4	12	6	50	1072.74747	0.630154292835452
P0AAC6	8	4	50	987.842556875	0.435140625
P0AAD6	11	6	54.5454545454545	999.538977619048	0.605717120181406
P0AAE0	10	6	60	1004.26680802083	0.676500550939575
P0AAF3	22	10	45.4545454545455	806.996150347222	0.0496638861138861
P0AAF6	19	9	47.3684210526316	953.193087564103	-0.243594962231644
P0AAG5	18	13	72.2222222222222	894.210378928571	0.545403792173569
P0AAH0	23	14	60.8695652173913	766.688106851852	-0.211979372908584
