EcoCyc;1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER;PlsC;;GO:0003841;GOA:interpro;IEA;InterPro:IPR004552;F;1-ACYLGLYCEROL-3-P-;1-acyl-sn-glycerol-3-phosphate acyltransferase|B3018|ParF|PlsC;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;1-PFK-MONOMER;FruK;;GO:0000166;GOA:spkw;IEA;SP_KW:KW-0547;F;1-phosphofructokinase;fructose-1-phosphate kinase|B2168|Fpk|FruF|FruK|phosphofructokinase|fructose-1-phosphate kinase;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;2-DEHYDROPANTOATE-REDUCT-MONOMER;PanE;;GO:0005737;GOA:interpro;IEA;InterPro:IPR003710;C;2-DEHYDROPANTOATE-;2-dehydropantoate reductase|NADPH-specific|B0425|PanE|ketopantoate reductase|2-dehydropantoate 2-reductase|(R)-pantoate:NADP+ 2-oxidoreductase|ApbA;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;2-ISOPROPYLMALATESYN-MONOMER;LeuA;;GO:0003852;GOA:hamap;IEA;HAMAP:MF_01025;F;2-isopropylmalate synthase;2-isopropylmalate synthase|B0074|LeuA;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER;UbiE;;GO:0006744;GOA:spkw;IEA;SP_KW:KW-0831;P;2-OCTAPRENYL-METHOXY-BENZOQ-METH bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase;bifunctional 2-octaprenyl-6-methoxy-1|4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase|B3833|YigO|UbiE;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;2-OCTAPRENYLPHENOL-HYDROX-MONOMER;UbiB;;GO:0005515;PMID:15690043;IPI;UniProtKB:P28043;F;2-octaprenylphenol hydroxylase;ubiB|yigS|yigQ|yigR|aarF|b3835|ECK3829;protein;taxon:511145;20071004;IntAct
EcoCyc;3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER;PanB;;GO:0000287;GOA:spkw;IEA;SP_KW:KW-0460;F;3-methyl-2-oxobutanoate hydroxymethyltransferase;"3-methyl-2-oxobutanoate hydroxymethyltransferase|B0134|PanB|&alpha;-ketoisovalerate hydroxymethyltransferase|dehydropantoate hydroxymethyltransferase|ketopantoate hydroxymethyltransferase|5|10-methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase";protein;taxon:83333;20100621;EcoliWiki
EcoCyc;3-ISOPROPYLMALDEHYDROG-MONOMER;LeuB;;GO:0000287;GOA:interpro;IEA;InterPro:IPR001804;F;LeuB;3-isopropylmalate dehydrogenase|B0073|LeuB;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;3-OXOACYL-ACP-REDUCT-MONOMER;FabG;;GO:0003824;GOA:interpro;IEA;InterPro:IPR016040;F;3-OXOACYL-ACP-;3-oxoacyl-[acyl-carrier-protein] reductase|B1093|FabG;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;3-OXOACYL-ACP-SYNTHII-MONOMER;FabF;;GO:0003824;GOA:interpro;IEA;InterPro:IPR000794;F;FabF;3-oxoacyl-[acyl-carrier-protein] synthase II|B1095|Vtr|Cvc|VtrB|FabJ|FabF;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER;UbiA;;GO:0000287;GOA:spkw;IEA;SP_KW:KW-0460;F;4OHBENZOATE-;p-hydroxybenzoate octaprenyltransferase|B4040|Cyr|UbiA|4-HB polyprenyltransferase;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;6PFK-1-MONOMER;PfkA;;GO:0000287;GOA:spkw;IEA;SP_KW:KW-0460;F;6-phosphofructokinase-1;6-phosphofructokinase I|B3916|PfkA;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;6PFK-2-MONOMER;PfkB;;GO:0000166;GOA:spkw;IEA;SP_KW:KW-0547;F;6-phosphofructokinase-2;6-phosphofructokinase II|B1723|PfkB;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;6PGLUCONDEHYDROG-MONOMER;Gnd;;GO:0004616;GOA:interpro;IEA;InterPro:IPR006113;F;Gnd;gluconate-6-phosphate dehydrogenase|decarboxylating|B2029|Gnd;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;6PGLUCONOLACT-MONOMER;Pgl;;GO:0005737;PMID:16858726;IDA;;C;6-phosphogluconolactonase;pgl|ybhE|b0767|ECK0756;protein;taxon:511145;20061110;UniProtKB
EcoCyc;6S-RNA;6S RNA;;GO:0006355;PMID:10892648;IMP;;P;6S RNA;ssrS|ssr|b2911|ECK2906;transcript;taxon:511145;20080131;EcoliWiki
EcoCyc;7-ALPHA-HYDROXYSTEROID-DEH-MONOMER;HdhA;;GO:0003824;GOA:interpro;IEA;InterPro:IPR016040;F;HdhA;7-alpha-hydroxysteroid dehydrogenase|NAD-dependent|B1619|Hsd|HsdH|HdhA;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;7KAPSYN-MONOMER;BioF;;GO:0008710;GOA:hamap;IEA;HAMAP:MF_01693;F;8-amino-7-oxononanoate synthase 8-amino-7-oxononanoate synthase;8-amino-7-oxononanoate synthase|B0776|BioF;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;AAS-MONOMER;Aas;;GO:0000166;GOA:spkw;IEA;SP_KW:KW-0547;F;AAS;fused 2-acylglycerophospho-ethanolamine acyl transferase|acyl-acyl carrier protein synthetase|B2836|Aas;protein;taxon:83333;20100621;EcoliWiki
EcoCyc;ABC-16-CPLX;maltose ABC transporter;;GO:0015423;PMID:2026607;IDA;;F;maltose ABC transporter;maltose ABC transporter;protein;taxon:511145;20090615;EcoCyc
EcoCyc;ABC-24-CPLX;putrescine/spermidine ABC transporter;;GO:0015417;PMID:8366082;IMP;;F;putrescine/spermidine ABC transporter;putrescine/spermidine ABC transporter;protein;taxon:511145;20090913;EcoCyc
